ClusterID; BCTs; BasicChanges; Complexity; ProjectCount; Instances; ContainsInstances
0 ; RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 18 ; 26 ; 53760, 30147, 65029, 76810, 117900, 67599, 21970, 112339, 7895, 121817, 112344, 20826, 116378, 131934, 104993, 103714, 109668, 17958, 61035, 113199, 96304, 119863, 12791, 68854, 507, 133692
1 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:null:1.0 ; 1 ; 1 ; 14 ; 32 ; 72195, 117827, 121219, 123269, 124293, 60102, 31431, 129992, 44943, 59535, 117841, 124951, 128985, 32986, 120027, 35099, 78556, 130268, 4831, 103717, 73060, 98532, 128874, 35055, 82480, 78519, 114359, 114552, 43834, 123258, 132351, 130494
2 ; RESERVED:METHOD_CALL:INSERTED:global:error:1.0 ; 1 ; 1 ; 9 ; 23 ; 102464, 72580, 93316, 6055, 82342, 93574, 33576, 93193, 106921, 103723, 127178, 44877, 73804, 20977, 33585, 71824, 112499, 95988, 66809, 125115, 71834, 124252, 125182
3 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 2 ; 43 ; 135 ; 80388, 126217, 8969, 129813, 38423, 69146, 82970, 49948, 68895, 39204, 71973, 122662, 7976, 58152, 85289, 96296, 62762, 78378, 70444, 40499, 110130, 118326, 97338, 125756, 17982, 121918, 126787, 72002, 132932, 118092, 10575, 121938, 12628, 126294, 80729, 103513, 51803, 126300, 34655, 103774, 71777, 80736, 83040, 38244, 102757, 130921, 128363, 59501, 97132, 85361, 112753, 40564, 37493, 60790, 120183, 33911, 111997, 125566, 123520, 19586, 104578, 122757, 80518, 79497, 112520, 71818, 64909, 24718, 25486, 38288, 94355, 88468, 27800, 129176, 60570, 73629, 63390, 46496, 70817, 133538, 68003, 122531, 5795, 82340, 126372, 96937, 8105, 43949, 122544, 118197, 119476, 8119, 80566, 64188, 128957, 114627, 30915, 128708, 61640, 131017, 100808, 20938, 51658, 116171, 57807, 86739, 122835, 43733, 46293, 112340, 32984, 90331, 125403, 129243, 57563, 44765, 69087, 125920, 119779, 112359, 124390, 133098, 25321, 89320, 17386, 57578, 83178, 83436, 132335, 7918, 108785, 92144, 122362, 16380, 34559
4 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:true:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 ; 2 ; 2 ; 5 ; 6 ; 34130, 51779, 103778, 116789, 119892, 4092
5 ; RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 3 ; 5 ; 8 ; 9 ; 106272, 128544, 39636, 65125, 5270, 63927, 121595, 47276, 14334
6 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:this:1.0 ; 2 ; 1 ; 7 ; 12 ; 32432, 104113, 25905, 96208, 41586, 104707, 65478, 103800, 32923, 99002, 68797, 110975
7 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:3.0 ; 1 ; 2 ; 7 ; 8 ; 103808, 1331, 35491, 23863, 131707, 103435, 69948, 112671
8 ; RESERVED:METHOD_CALL:INSERTED:global:error:2.0 ; 1 ; 2 ; 5 ; 8 ; 93443, 71554, 103826, 71604, 37883, 76794, 124236, 127087
9 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 3 ; 3 ; 7 ; 9 ; 24304, 62128, 103841, 75251, 46422, 73623, 129530, 114556, 124207
10 ; METHOD:METHOD_CALL:INSERTED:global:map:1.0 ; 1 ; 3 ; 6 ; 6 ; 76211, 103876, 46504, 4109, 124540, 77630
11 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 1 ; 1 ; 73 ; 758 ; 89091, 44037, 88071, 37895, 59399, 25610, 93194, 57356, 6157, 75788, 103439, 105486, 1040, 103441, 44050, 128020, 129044, 71702, 16408, 93210, 130080, 114723, 7204, 17444, 28709, 35878, 90152, 45100, 27698, 116786, 70709, 59445, 95287, 121911, 128054, 34872, 54328, 34873, 119864, 29756, 128063, 36929, 67651, 26691, 129093, 133190, 28741, 78919, 12359, 70726, 79947, 67661, 79949, 79948, 62542, 126030, 16464, 117840, 133203, 130130, 22613, 41045, 58453, 73812, 106584, 114776, 10330, 89179, 114779, 14427, 130140, 54366, 115807, 78945, 112738, 29796, 71785, 23657, 64617, 84075, 88171, 58475, 82029, 111725, 132207, 1135, 15471, 82032, 55413, 71796, 127095, 63608, 51321, 28797, 49277, 108673, 58497, 32899, 127108, 1158, 32903, 10376, 117897, 49289, 82059, 16524, 50317, 102540, 16526, 7311, 20624, 15506, 72852, 16534, 20630, 129177, 102554, 107674, 92317, 130209, 103587, 111778, 129186, 72869, 129188, 72871, 84135, 79014, 67753, 111785, 9386, 57515, 93354, 57516, 108723, 27828, 29879, 5304, 104633, 130233, 29881, 130235, 125117, 128191, 51391, 57535, 21696, 133313, 126149, 106697, 125128, 80074, 111818, 51404, 16589, 3279, 4306, 24789, 129236, 131287, 102614, 120025, 50393, 64730, 102618, 110810, 122074, 126183, 83174, 58601, 98538, 45292, 82157, 83181, 1265, 106736, 30962, 125173, 129277, 40190, 73986, 110853, 125189, 78086, 114950, 4362, 53515, 46350, 73999, 15631, 93457, 36115, 23830, 131354, 80152, 115992, 96539, 128283, 29981, 66844, 38175, 126238, 132381, 117026, 5412, 88357, 116007, 71976, 89387, 67882, 101674, 81197, 16685, 95535, 106801, 112947, 12595, 27957, 105780, 55606, 66873, 125243, 129341, 14656, 76096, 122179, 76098, 44356, 58692, 88389, 73030, 123206, 81225, 110923, 16716, 36174, 23887, 59727, 110926, 105809, 105810, 67933, 105827, 55651, 63848, 113000, 54636, 127341, 5487, 130414, 96626, 123253, 3446, 110967, 41335, 108921, 15737, 58746, 38267, 94588, 62847, 55681, 58758, 59782, 95623, 124295, 30088, 128393, 62857, 5514, 112014, 57746, 63892, 106901, 106900, 15766, 5529, 55707, 57759, 30112, 125345, 75168, 38306, 129442, 81316, 59814, 56743, 65961, 121257, 101803, 16811, 89517, 119212, 117166, 123313, 8625, 29106, 5555, 58803, 93625, 57785, 41404, 69053, 67007, 81343, 102846, 106942, 24000, 36293, 49606, 129479, 117195, 19915, 28107, 74186, 121293, 82383, 119247, 126415, 39375, 104910, 122321, 128467, 58835, 83410, 10709, 40406, 123351, 70105, 79323, 88538, 129498, 58846, 119263, 129503, 87523, 64995, 76258, 74212, 130532, 68070, 130539, 128490, 40428, 96749, 118252, 58862, 73198, 127470, 119280, 9714, 88564, 77305, 51705, 111099, 122363, 61948, 130556, 17919, 74238, 128513, 129537, 55809, 68096, 96770, 45572, 87556, 79367, 102918, 23048, 127499, 54795, 5644, 46604, 103949, 127500, 79375, 96783, 64015, 125454, 125457, 118291, 12820, 13844, 121365, 107033, 111129, 128537, 125464, 12830, 16927, 14881, 61985, 76323, 76324, 118308, 91686, 77353, 68136, 132648, 127530, 10797, 20017, 116275, 54836, 81461, 93749, 30264, 83513, 122424, 8763, 126529, 108099, 24131, 107077, 13895, 106054, 13899, 63054, 62031, 132688, 13908, 59988, 7767, 55895, 58968, 94808, 120411, 38491, 115292, 124511, 120417, 24162, 133729, 98917, 109156, 123495, 125543, 81513, 53865, 64109, 118390, 22136, 98939, 14971, 116349, 98940, 129660, 60030, 52864, 82560, 66179, 107139, 128643, 60035, 67202, 79492, 121476, 129668, 118407, 60039, 72326, 44680, 60042, 51853, 108175, 70286, 98958, 122513, 126608, 71315, 127634, 33432, 62104, 117400, 111259, 131736, 111258, 120477, 98972, 97950, 30368, 33440, 111265, 131746, 93856, 83623, 110247, 106152, 87722, 106154, 108202, 66220, 42670, 51886, 83633, 62132, 71348, 14006, 84665, 107192, 125624, 120507, 128699, 70330, 120506, 125626, 110268, 97983, 93886, 58049, 8899, 58051, 63172, 61125, 106185, 31433, 86731, 24268, 129741, 26317, 15054, 114382, 128718, 13011, 95954, 117458, 120535, 128727, 92886, 119510, 104153, 126683, 60123, 93914, 42716, 47840, 120545, 65249, 124640, 5858, 79588, 104167, 81638, 106214, 111339, 87789, 47854, 48878, 79599, 61167, 87793, 126705, 106224, 127731, 756, 121588, 44791, 760, 56058, 65275, 31484, 24318, 89855, 60159, 118526, 104195, 31491, 50949, 88836, 123654, 127753, 119562, 89869, 57101, 116495, 119567, 6934, 125719, 16152, 108315, 80668, 6942, 79646, 119587, 117538, 119586, 56101, 59174, 124714, 125738, 13100, 40750, 124721, 131890, 22323, 7989, 13110, 123707, 113468, 124732, 13120, 94017, 118593, 121665, 125767, 86857, 121673, 60233, 126792, 79691, 56139, 59211, 118602, 40780, 54092, 68429, 86861, 88908, 126796, 130892, 59214, 40787, 99159, 59225, 82779, 62300, 67421, 82785, 128868, 107367, 28520, 55144, 64360, 132970, 132971, 119659, 14188, 25454, 119664, 130928, 88950, 122745, 126841, 127864, 129912, 63359, 9088, 94081, 51074, 6019, 32643, 122754, 85892, 61318, 108423, 103305, 130953, 5001, 117643, 123786, 34701, 70542, 106382, 125841, 50066, 88979, 79762, 50068, 96149, 43925, 90007, 59288, 37788, 120732, 71582, 125854, 67488, 14242, 96163, 126882, 58279, 124841, 94120, 126890, 20400, 40880, 59313, 33717, 130999, 71606, 83899, 33723, 96186, 73661, 107452, 58302, 65471, 75710, 127934, 120769, 37825, 99264, 113600, 18370, 43970, 5059, 24517, 77764, 10182, 54214, 78791, 37833, 58315, 118732, 129999, 114638, 33744, 70608, 58322, 97235, 127955, 117716, 123860, 21462, 101335, 123864, 130008, 90074, 133081, 58332, 115677, 92124, 53215, 65504, 34785, 106464, 60386, 62434, 58340, 85989, 128996, 129001, 59370, 91117, 122863, 23540, 129013, 78838, 87033, 102393, 112633, 123897, 1017, 12281, 119800, 18426, 132089
12 ; RESERVED:ARGUMENT:INSERTED:global:true:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 2 ; 6 ; 7 ; 103953, 51505, 76770, 130821, 71193, 46523, 98190
13 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 ; 1 ; 1 ; 19 ; 60 ; 17280, 64001, 104192, 5639, 71689, 23305, 83212, 86799, 69262, 106510, 95504, 58002, 72727, 43544, 103961, 5531, 80541, 44189, 45988, 83492, 71467, 6318, 68655, 80819, 105397, 129719, 113465, 4924, 107839, 81985, 130629, 31814, 36686, 63694, 80334, 63696, 74073, 7900, 13149, 87134, 73059, 8035, 8165, 129636, 68326, 89446, 60011, 66282, 130538, 96623, 105966, 83057, 36593, 8179, 66933, 68853, 87031, 88953, 71675, 66302
14 ; RESERVED:METHOD_CALL:INSERTED:global:this:2.0 ; 1 ; 2 ; 13 ; 21 ; 32162, 46722, 78146, 39652, 99781, 13285, 41509, 21190, 21192, 52042, 103978, 23567, 15665, 89490, 14391, 26967, 45304, 13946, 22972, 35549, 32991
15 ; RESERVED:CONDITION:INSERTED:global:falsey:4.0 ; 1 ; 2 ; 12 ; 16 ; 88771, 131169, 124453, 71495, 66728, 84107, 124939, 6923, 14380, 13166, 88687, 133133, 118193, 130805, 123613, 55485
16 ; RESERVED:ARGUMENT:REMOVED:global:this:1.0 ; 1 ; 1 ; 23 ; 44 ; 54337, 123392, 129216, 63364, 23749, 109382, 11912, 127626, 27020, 100367, 59346, 127573, 12757, 44245, 36310, 27223, 104409, 63386, 31515, 127578, 127645, 109599, 88289, 59236, 111527, 69227, 16875, 16429, 50285, 84972, 108396, 124716, 41839, 64112, 41972, 84981, 5817, 29563, 102330, 103994, 28604, 127037, 22014, 53246
17 ; RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 2 ; 39 ; 108 ; 117251, 59397, 64263, 87558, 97548, 79632, 60178, 88084, 4631, 128278, 97307, 37916, 111902, 16165, 127783, 69414, 57897, 81962, 15661, 111153, 125237, 41269, 72510, 72513, 128067, 130883, 10052, 52292, 79430, 57422, 68431, 24916, 98132, 63833, 15708, 65119, 85345, 104032, 114784, 88164, 88167, 58985, 80747, 71530, 38509, 3442, 114805, 118388, 128628, 50806, 13176, 123000, 35709, 121982, 57218, 96642, 116101, 126596, 124038, 130952, 58762, 121487, 69776, 18322, 59026, 45459, 61077, 95385, 55962, 8091, 116125, 130972, 42398, 1439, 80301, 77742, 106929, 66227, 106675, 122042, 3772, 101053, 79295, 72387, 106178, 68807, 17863, 96458, 16336, 76241, 41683, 67538, 81874, 100306, 111573, 68825, 51171, 40423, 118508, 110831, 116467, 118514, 28663, 6136, 100857, 104703, 101118, 133373
18 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:this:1.0 , RESERVED:STATEMENT:REMOVED:global:var:1.0 ; 2 ; 1 ; 7 ; 7 ; 50944, 108498, 30900, 7017, 104045, 64173, 46095
19 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:STATEMENT:INSERTED:global:return:1.0 ; 2 ; 2 ; 5 ; 5 ; 44720, 104050, 19144, 31439, 79150
20 ; RESERVED:CONDITION:INSERTED:global:falsey:2.0 ; 1 ; 2 ; 48 ; 183 ; 126977, 67328, 128512, 128515, 45828, 7689, 7945, 115468, 38163, 120850, 12052, 129812, 94487, 79129, 81690, 110874, 107292, 32798, 87583, 17700, 87076, 71463, 59180, 9005, 18990, 131628, 14383, 50992, 77616, 123440, 125235, 3892, 52278, 56119, 62776, 119609, 28473, 68664, 129592, 98107, 13115, 79932, 113724, 98623, 124478, 129598, 29760, 55874, 62275, 114501, 63302, 100169, 122443, 61771, 76621, 107084, 129612, 112463, 98641, 59474, 12883, 101976, 48987, 4956, 9567, 120414, 124254, 62304, 128865, 107360, 115298, 123749, 71524, 46183, 60776, 47977, 108904, 95850, 65645, 109677, 110956, 118639, 59248, 63089, 88176, 58738, 56692, 71284, 63863, 117366, 64376, 123768, 123771, 88957, 106876, 17535, 58751, 113790, 59776, 126337, 46466, 93570, 133505, 118405, 57227, 29838, 14479, 64655, 43410, 67987, 98450, 99218, 128402, 71572, 12694, 109208, 124570, 44956, 70557, 71581, 77724, 129436, 82591, 102558, 86944, 18850, 105892, 108964, 33702, 71846, 64685, 127148, 120495, 70064, 11698, 70067, 133040, 112306, 123061, 5559, 21431, 42681, 53945, 109240, 57276, 51390, 15295, 63936, 99011, 125387, 20687, 91598, 12242, 41170, 96211, 47829, 104665, 124889, 68056, 132824, 100061, 71644, 104671, 26085, 57829, 59878, 99047, 104935, 30951, 64999, 6121, 18921, 108783, 128750, 45040, 57330, 25075, 45555, 42229, 57847, 50425, 82939, 18430
21 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 2 ; 5 ; 6 ; 52768, 121345, 104051, 83751, 63658, 99355
22 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 ; 1 ; 1 ; 32 ; 78 ; 6400, 103040, 55938, 46084, 110469, 15880, 115209, 114568, 11148, 57232, 112017, 127123, 132503, 8214, 27158, 71319, 42531, 8997, 33573, 132263, 4006, 24870, 53160, 16427, 85034, 68270, 104110, 115374, 132017, 94135, 72633, 26041, 70456, 63802, 95037, 66494, 99523, 23875, 25667, 72133, 63815, 58696, 122569, 79432, 71115, 60491, 71114, 28748, 38095, 19281, 30417, 124496, 31574, 124758, 131416, 109532, 23135, 47844, 81893, 93413, 59749, 68071, 56552, 8681, 131183, 48239, 57455, 70638, 60657, 54130, 16627, 8948, 67193, 60665, 63738, 126586, 32638, 112766
23 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 ; 1 ; 1 ; 44 ; 126 ; 61441, 16130, 83203, 93187, 10243, 125701, 128261, 20490, 58891, 118794, 91919, 129046, 128280, 121627, 63003, 53276, 68125, 13086, 20511, 78883, 123172, 125226, 117549, 14388, 16949, 101174, 101177, 27968, 59973, 53577, 106059, 120652, 99151, 40022, 105046, 67418, 94813, 21342, 83304, 5483, 31855, 119662, 56176, 71026, 83570, 84082, 28020, 7803, 71546, 99962, 59772, 89212, 13951, 44927, 37249, 18818, 108420, 123271, 16521, 123784, 6794, 78731, 124043, 133256, 20365, 44429, 7566, 5264, 86673, 122769, 117395, 63123, 109717, 103318, 10138, 54170, 9115, 121498, 123290, 11676, 106396, 100259, 13735, 5289, 103592, 77996, 16814, 108207, 8369, 84403, 59318, 124854, 14266, 115386, 8127, 122560, 14786, 20162, 110018, 75717, 68036, 118731, 5329, 58577, 41172, 89817, 127709, 44767, 128734, 52193, 117733, 52198, 14315, 106477, 124141, 124909, 62189, 59376, 121585, 116983, 9208, 51960, 121338, 16381, 119548, 12799
24 ; RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:STATEMENT:REMOVED:global:var:1.0 ; 2 ; 3 ; 10 ; 12 ; 44832, 52306, 129122, 118999, 58103, 62040, 64904, 127085, 104124, 117932, 22702, 130015
25 ; RESERVED:METHOD_CALL:INSERTED:global:this:1.0 ; 1 ; 1 ; 33 ; 127 ; 28161, 59650, 27652, 13573, 29445, 62215, 111622, 124169, 40974, 60175, 50449, 98832, 109072, 34066, 40978, 105491, 53269, 49432, 6943, 15135, 80931, 103458, 12324, 100650, 25647, 22579, 34357, 40502, 73014, 67897, 23624, 40521, 23627, 53581, 21070, 65102, 104783, 133452, 33615, 63567, 65103, 22609, 108112, 122452, 25432, 42841, 15706, 23644, 25189, 15974, 13674, 41580, 14446, 35190, 47226, 17020, 24958, 53638, 13703, 109961, 120457, 99720, 120459, 50060, 120461, 48013, 49293, 39566, 54414, 62353, 20886, 28054, 34710, 49304, 104601, 14489, 5788, 32160, 30884, 32421, 34985, 40108, 29101, 99759, 22448, 53936, 25267, 47796, 72629, 20405, 61365, 73143, 31160, 57784, 46777, 51130, 12481, 40641, 55489, 22470, 22471, 42185, 31435, 59342, 41424, 39639, 53463, 66006, 131541, 48088, 107227, 53471, 130785, 104162, 32996, 11749, 49895, 104682, 8940, 12273, 19956, 36598, 39670, 108280, 30459, 39676, 61692
26 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 2 ; 1 ; 37 ; 81 ; 3585, 39425, 129024, 32771, 41732, 41478, 42630, 13959, 65415, 71049, 58249, 104200, 128520, 42891, 116621, 20494, 33678, 116622, 33808, 115091, 50197, 117780, 117399, 49050, 65051, 40989, 62879, 67872, 106784, 42148, 17832, 38184, 96809, 112296, 59820, 50222, 17715, 27571, 83380, 25142, 61110, 121527, 37047, 59319, 128569, 113211, 28091, 51772, 30142, 41918, 133308, 124862, 56900, 79943, 70342, 101963, 21323, 50123, 99405, 121808, 109270, 21592, 83161, 83800, 66779, 97371, 121309, 128989, 103393, 85475, 70377, 114281, 15213, 55406, 82799, 122735, 123887, 36975, 108149, 40954, 30207
27 ; RESERVED:METHOD_CALL:REMOVED:global:this:1.0 ; 1 ; 2 ; 20 ; 53 ; 20992, 62720, 20999, 29577, 45961, 33418, 27276, 94989, 12815, 35472, 104209, 27153, 32917, 45858, 8867, 18595, 20392, 50991, 61744, 105779, 45624, 108351, 39359, 17219, 8004, 48457, 106955, 52814, 49488, 28625, 28630, 33370, 49499, 129372, 27488, 48224, 32738, 92514, 13284, 120426, 21484, 33132, 54508, 51181, 69358, 47728, 52721, 60530, 17012, 29174, 53628, 108543, 30463
28 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:1.0 ; 1 ; 1 ; 41 ; 177 ; 49922, 15364, 10757, 34565, 25606, 100615, 112647, 69128, 112906, 56590, 48655, 15632, 98321, 126481, 128785, 9746, 69138, 21274, 123167, 69921, 8225, 61473, 119072, 131619, 102946, 23076, 87844, 1830, 49703, 131370, 11561, 118312, 25387, 29485, 12590, 45616, 80945, 45879, 55866, 22587, 25662, 78403, 25411, 10564, 122437, 115012, 101703, 104263, 126535, 49225, 64844, 110413, 30285, 112465, 114773, 29525, 131159, 126811, 25691, 49501, 79452, 57951, 88926, 6752, 11104, 109921, 4195, 25699, 128098, 30565, 114532, 32622, 108143, 8305, 12401, 123763, 66674, 128117, 130677, 114297, 15993, 57465, 131704, 78970, 85885, 32641, 87424, 57219, 131206, 86152, 99210, 23692, 49292, 58508, 30861, 108687, 69521, 104849, 25234, 45203, 32661, 9367, 107926, 90520, 48027, 109978, 26781, 113052, 29855, 110494, 89761, 3745, 126626, 54948, 90789, 66726, 69546, 8110, 48046, 3761, 115122, 115124, 72375, 60599, 58297, 698, 4282, 21178, 58300, 58556, 131774, 128444, 67775, 88767, 121535, 78785, 111299, 57028, 102342, 104646, 30152, 66504, 87757, 33745, 14290, 87763, 13012, 118740, 49366, 112086, 131288, 49372, 98012, 4578, 81385, 49899, 7660, 20972, 82412, 20974, 63726, 131564, 25839, 75761, 10483, 104946, 119538, 14325, 45813, 102388, 78582, 9977, 11770, 116219, 106493, 10494, 46590
29 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:true:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 ; 2 ; 1 ; 12 ; 22 ; 66305, 111552, 29443, 109957, 11909, 104265, 71880, 74568, 29098, 69294, 112302, 109969, 74514, 82642, 111634, 12758, 7545, 47161, 53882, 98971, 10043, 8190
30 ; METHOD:METHOD_CALL:REMOVED:global:toLowerCase:1.0 ; 1 ; 1 ; 4 ; 6 ; 111680, 104306, 13541, 127606, 51147, 111676
31 ; CLASS:METHOD_CALL:INSERTED:global:Array:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 1 ; 6 ; 10 ; 35441, 29826, 93251, 126707, 25763, 104322, 97606, 104616, 121032, 108875
32 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 25 ; 56 ; 31872, 24321, 31617, 99587, 31109, 7302, 99211, 85514, 104330, 50958, 63120, 20881, 111760, 129172, 29718, 30743, 66838, 127641, 111270, 123691, 124074, 97461, 115381, 72756, 129076, 124472, 31674, 86077, 124221, 129086, 64832, 115651, 53571, 124613, 88646, 31051, 4303, 128981, 77524, 116567, 111830, 85212, 57952, 78563, 80354, 44900, 124516, 46315, 76269, 124145, 109938, 22388, 124021, 14838, 99068, 124668
33 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:REMOVED:global:var:1.0 ; 3 ; 3 ; 11 ; 14 ; 56768, 127361, 67204, 130888, 59786, 104399, 110543, 119279, 22289, 70259, 41077, 25528, 58649, 118303
34 ; RESERVED:ARGUMENT:INSERTED:global:this:1.0 ; 1 ; 1 ; 23 ; 39 ; 12480, 120259, 111749, 122953, 116680, 52618, 16973, 105294, 54289, 54737, 91602, 99538, 59220, 12311, 29527, 40023, 67352, 127576, 26330, 25884, 50974, 99615, 104415, 99870, 29666, 88419, 97955, 114146, 127970, 83493, 109348, 109097, 23084, 80686, 12848, 66420, 55291, 70524, 23998
35 ; RESERVED:ARGUMENT:INSERTED:global:callback:1.0 ; 1 ; 1 ; 6 ; 10 ; 72549, 86788, 123543, 119946, 69724, 104428, 80719, 118463, 120639, 126799
36 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:CONDITION:REMOVED:global:sheq:1.0 ; 2 ; 1 ; 9 ; 18 ; 12960, 107616, 88547, 83237, 103364, 107908, 22029, 95438, 36148, 88279, 104471, 128663, 83993, 83963, 12892, 62716, 83231, 106590
37 ; METHOD:METHOD_CALL:INSERTED:global:push:1.0 ; 1 ; 1 ; 12 ; 19 ; 15616, 74369, 111425, 7169, 80835, 126947, 49891, 70953, 122603, 69292, 65520, 82197, 30229, 34774, 124535, 124537, 82714, 104506, 124538
38 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 1 ; 11 ; 12 ; 72146, 60964, 8198, 45815, 18872, 126984, 127016, 18043, 43995, 118682, 32492, 104510
39 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , METHOD:METHOD_CALL:INSERTED:global:hasOwnProperty:1.0 ; 2 ; 1 ; 8 ; 11 ; 94880, 5330, 90067, 58916, 104517, 124117, 31413, 69961, 112552, 59210, 121245
40 ; FIELD:CONDITION:INSERTED:global:length:1.0 ; 1 ; 1 ; 15 ; 24 ; 12064, 37505, 50337, 23298, 78245, 123557, 24166, 60230, 89319, 55207, 70662, 14409, 83596, 128812, 52017, 81712, 17203, 133585, 128057, 4859, 46491, 58459, 127647, 49887
41 ; RESERVED:ARGUMENT:REMOVED:global:error:1.0 ; 1 ; 2 ; 13 ; 31 ; 89282, 102596, 72970, 97037, 106381, 104652, 57167, 80398, 14033, 16979, 89429, 90069, 99029, 14293, 84888, 106267, 88993, 57313, 82851, 87653, 107494, 101865, 17840, 79985, 87537, 18162, 83635, 9978, 101371, 20732, 100991
42 ; RESERVED:ASSIGNMENT_LHS:INSERTED:global:this:2.0 ; 1 ; 2 ; 5 ; 7 ; 24947, 76532, 113591, 28248, 103099, 104667, 79134
43 ; RESERVED:ARGUMENT:INSERTED:global:null:2.0 ; 1 ; 1 ; 5 ; 6 ; 104672, 11976, 98472, 38315, 124298, 38223
44 ; RESERVED:STATEMENT:REMOVED:global:return:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 ; 2 ; 2 ; 11 ; 16 ; 88259, 117604, 127780, 101063, 116231, 106538, 54573, 78668, 104689, 46002, 103479, 106038, 59067, 95389, 115197, 133372
45 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:this:1.0 ; 1 ; 1 ; 9 ; 10 ; 33008, 22849, 87264, 104880, 106020, 76135, 66008, 65835, 15548, 30862
46 ; RESERVED:CONDITION:REMOVED:global:falsey:2.0 ; 1 ; 2 ; 26 ; 47 ; 118721, 66629, 20613, 72070, 122758, 126086, 81673, 117704, 19274, 55504, 24850, 99282, 78037, 131670, 109207, 56855, 133717, 73625, 23705, 125336, 57693, 78812, 117404, 128609, 6116, 98981, 37797, 71527, 34855, 64231, 71531, 34027, 77613, 98540, 76657, 104945, 117488, 113843, 129587, 51251, 103602, 102709, 28344, 61112, 99769, 93309, 119677
47 ; RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 8 ; 12 ; 65633, 21650, 77699, 34518, 98119, 63432, 126617, 22202, 21613, 76239, 95935, 104990
48 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:true:1.0 ; 1 ; 1 ; 31 ; 58 ; 96261, 123653, 128264, 110475, 131848, 35851, 77964, 128270, 106387, 56852, 42389, 77460, 109847, 52760, 122264, 11803, 30107, 100892, 104997, 8229, 8358, 47657, 126637, 10031, 4784, 56757, 64821, 128568, 58299, 126650, 31553, 79424, 78786, 78660, 130756, 91721, 91724, 66128, 94160, 124752, 65363, 48214, 95832, 4443, 114010, 72797, 95331, 17637, 56810, 110570, 52847, 16370, 44661, 25850, 66810, 101375, 121599, 111998
49 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:2.0 ; 2 ; 4 ; 6 ; 8 ; 89760, 108832, 87043, 14163, 105016, 62396, 105021, 105023
50 ; METHOD:METHOD_CALL:INSERTED:global:match:1.0 ; 1 ; 1 ; 4 ; 5 ; 105041, 106768, 87912, 56746, 63647
