ClusterID; BCTs; BasicChanges; Complexity; ProjectCount; Instances; ContainsInstances
130 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:REMOVED:global:var:1.0 ; 2 ; 3 ; 5 ; 5 ; 68832, 79283, 129912, 115181, 21023
131 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:null:1.0 ; 1 ; 1 ; 14 ; 33 ; 42752, 126147, 138688, 75269, 119110, 131786, 40201, 132296, 84365, 119121, 40278, 61079, 86614, 97688, 130776, 38427, 118558, 123937, 132070, 4902, 128486, 68393, 128489, 74216, 125611, 136808, 42801, 130675, 101874, 115314, 43638, 84412, 115519
132 ; RESERVED:STATEMENT:UPDATED:global:var:1.0 , METHOD:METHOD_CALL:INSERTED:global:toLowerCase:1.0 ; 2 ; 1 ; 7 ; 8 ; 115345, 81795, 30488, 75545, 59017, 98874, 51900, 129037
133 ; RESERVED:ASSIGNMENT_LHS:INSERTED:global:this:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:this:1.0 ; 2 ; 1 ; 7 ; 9 ; 88737, 124019, 25891, 51735, 115366, 83368, 83357, 30190, 88750
134 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 3 ; 13 ; 19 ; 12867, 59299, 26596, 122887, 98921, 115757, 73740, 14351, 27471, 48431, 67185, 44370, 65269, 73172, 64249, 128600, 9308, 69853, 51454
135 ; RESERVED:ASSIGNMENT_LHS:INSERTED:global:this:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 ; 2 ; 1 ; 5 ; 5 ; 25393, 116022, 56265, 62699, 67517
136 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:1.0 ; 2 ; 2 ; 11 ; 14 ; 80227, 86371, 74213, 100005, 38469, 132423, 29798, 123399, 120329, 12809, 116680, 121708, 70800, 126933
137 ; FIELD:ASSIGNMENT_LHS:INSERTED:global:prototype:2.0 ; 1 ; 6 ; 5 ; 7 ; 116705, 122257, 56434, 94114, 82900, 90263, 38940
138 ; FIELD:CONDITION:INSERTED:global:length:1.0 ; 1 ; 1 ; 14 ; 23 ; 50240, 78561, 56770, 72066, 53444, 65957, 88229, 129348, 12518, 48103, 75686, 129801, 24015, 128561, 35953, 4915, 50867, 14036, 130613, 15418, 54651, 73119, 22111
139 ; METHOD:METHOD_CALL:INSERTED:global:match:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 1 ; 6 ; 8 ; 65008, 25041, 97664, 32450, 15432, 125016, 73999, 117071
140 ; METHOD:METHOD_CALL:REMOVED:global:push:1.0 ; 1 ; 1 ; 5 ; 7 ; 29427, 72965, 72939, 79611, 81067, 70010, 116925
141 ; RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 ; 2 ; 1 ; 13 ; 28 ; 95233, 125569, 129795, 80261, 117061, 63880, 76234, 121549, 126351, 131532, 123022, 118801, 59220, 129813, 128982, 54232, 124635, 7646, 97440, 129634, 127143, 87593, 47915, 80426, 138099, 135415, 134776, 131261
142 ; RESERVED:ARGUMENT:REMOVED:global:false:1.0 ; 1 ; 1 ; 5 ; 7 ; 37537, 55283, 136458, 117595, 59835, 55295, 125550
143 ; METHOD:METHOD_CALL:INSERTED:global:filter:1.0 ; 1 ; 3 ; 10 ; 16 ; 104805, 119845, 9957, 49479, 117606, 127078, 48456, 129544, 128367, 99184, 75538, 124953, 125912, 12027, 32765, 59262
144 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:error:1.0 ; 2 ; 1 ; 6 ; 6 ; 6901, 97750, 56824, 132874, 84744, 117695
145 ; RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 ; 2 ; 4 ; 4 ; 5 ; 117827, 131396, 99318, 50171, 120334
146 ; RESERVED:STATEMENT:INSERTED:global:try:1.0 , RESERVED:EXCEPTION_CATCH:INSERTED:global:error:1.0 ; 2 ; 2 ; 23 ; 52 ; 72448, 76291, 86787, 87939, 52489, 6032, 16402, 36887, 79256, 27678, 135971, 31140, 16039, 16040, 128940, 27694, 16437, 34104, 35257, 74680, 74682, 87354, 67262, 46402, 67011, 124230, 117963, 126666, 15949, 130892, 38744, 30682, 64731, 131295, 53343, 55523, 75879, 100839, 41324, 29549, 17263, 88689, 21745, 133744, 26868, 88180, 16247, 52857, 26875, 126717, 21246, 21759
147 ; RESERVED:PARAMETER_DECLARATION:INSERTED:global:callback:1.0 ; 1 ; 5 ; 5 ; 5 ; 10513, 31217, 12165, 118036, 100233
148 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:null:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 6 ; 8 ; 84145, 118609, 121559, 80873, 87932, 121567, 47343, 72302
149 ; RESERVED:CONDITION:REMOVED:global:falsey:3.0 ; 1 ; 2 ; 8 ; 10 ; 124323, 49635, 137441, 92901, 118645, 109380, 94567, 51576, 138186, 9225
150 ; RESERVED:CONDITION:INSERTED:global:null:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 2 ; 1 ; 15 ; 21 ; 108355, 11971, 23139, 87874, 132614, 133191, 4838, 75495, 7687, 100905, 63785, 24042, 38125, 51789, 123308, 123503, 101681, 95731, 118933, 26327, 1533
151 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 ; 4 ; 3 ; 8 ; 8 ; 53121, 64418, 118979, 10467, 43093, 16646, 66765, 28895
152 ; RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 1 ; 2 ; 9 ; 25 ; 31040, 70471, 134789, 27465, 32010, 119115, 28113, 31506, 31958, 30808, 73370, 74522, 31836, 80991, 31713, 31013, 31656, 62187, 80492, 136943, 30898, 131189, 136373, 139577, 31676
153 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 3 ; 2 ; 10 ; 12 ; 123587, 5396, 35460, 67877, 119188, 48790, 19017, 93224, 35466, 47773, 124716, 27135
154 ; METHOD:METHOD_CALL:INSERTED:global:indexOf:1.0 ; 1 ; 1 ; 7 ; 11 ; 62994, 12420, 130612, 132135, 15815, 96441, 15721, 128904, 15674, 129996, 125487
155 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:STATEMENT:INSERTED:global:var:1.0 ; 2 ; 3 ; 9 ; 12 ; 61186, 59155, 129428, 27239, 1080, 27257, 61641, 5050, 75530, 67772, 126188, 119486
156 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 3 ; 5 ; 119664, 123712, 122322, 132534, 123288
157 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:false:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 1 ; 5 ; 9 ; 55426, 74404, 91062, 92057, 89880, 91898, 119709, 25933, 92015
158 ; RESERVED:ARGUMENT:INSERTED:global:callback:1.0 ; 1 ; 1 ; 6 ; 10 ; 82625, 124529, 119792, 102370, 127778, 124934, 70761, 84520, 121068, 74766
159 ; METHOD:METHOD_CALL:INSERTED:global:sort:1.0 ; 1 ; 3 ; 4 ; 5 ; 65623, 120006, 65625, 72360, 64014
160 ; RESERVED:ARGUMENT:INSERTED:global:typeof:1.0 ; 1 ; 1 ; 5 ; 6 ; 136423, 60071, 45448, 120104, 18810, 54494
161 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:true:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 ; 2 ; 2 ; 5 ; 6 ; 30146, 58725, 120183, 4024, 101913, 123823
162 ; RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:STATEMENT:REMOVED:global:var:1.0 ; 2 ; 3 ; 11 ; 13 ; 102147, 130915, 62339, 131812, 52968, 128042, 28012, 69325, 53521, 44026, 120348, 65438, 120222
163 ; RESERVED:METHOD_CALL:INSERTED:global:this:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 2 ; 11 ; 11 ; 63584, 83605, 13383, 31815, 42520, 122729, 52715, 24620, 120573, 51950, 110255
164 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 1 ; 6 ; 8 ; 64784, 120817, 30497, 121888, 126384, 121890, 96137, 70584
165 ; RESERVED:CONDITION:REMOVED:global:typeof:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 2 ; 1 ; 6 ; 10 ; 33443, 53443, 37110, 55415, 30794, 103802, 120877, 96700, 127452, 97807
166 ; RESERVED:PARAMETER_DECLARATION:REMOVED:global:callback:1.0 ; 1 ; 1 ; 6 ; 7 ; 70337, 19909, 124116, 72135, 33351, 26506, 121066
167 ; RESERVED:EXPRESSION:INSERTED:global:this:1.0 ; 1 ; 1 ; 8 ; 8 ; 121250, 88388, 21702, 78279, 12439, 29447, 30346, 34682
168 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 ; 2 ; 2 ; 7 ; 13 ; 49857, 126336, 66179, 66466, 66530, 36325, 76836, 66285, 66609, 15862, 47190, 70043, 67708
169 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:null:1.0 ; 2 ; 2 ; 6 ; 8 ; 31137, 121680, 13027, 129218, 13028, 52677, 121636, 60958
170 ; RESERVED:CONDITION:INSERTED:global:falsey:4.0 ; 1 ; 2 ; 11 ; 15 ; 73249, 87266, 67013, 131207, 94758, 6888, 89002, 121930, 132719, 125743, 54963, 13113, 126139, 14014, 128574
171 ; RESERVED:METHOD_CALL:INSERTED:global:catch:1.0 ; 1 ; 3 ; 3 ; 7 ; 13488, 25328, 15921, 15989, 19946, 15916, 122367
172 ; RESERVED:STATEMENT:INSERTED:global:try:1.0 , RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:EXCEPTION_CATCH:INSERTED:global:error:1.0 ; 3 ; 3 ; 5 ; 5 ; 49543, 35817, 45801, 122364, 132335
173 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 2 ; 5 ; 6 ; 102112, 98535, 59511, 122438, 51560, 78685
174 ; RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 ; 3 ; 3 ; 7 ; 7 ; 8242, 108323, 122883, 84825, 74056, 137241, 67293
175 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 2 ; 4 ; 5 ; 60208, 104353, 122912, 97385, 111419
176 ; RESERVED:METHOD_CALL:INSERTED:global:callback:1.0 , RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:ARGUMENT:INSERTED:global:null:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 4 ; 2 ; 4 ; 6 ; 12099, 122946, 125637, 20715, 63869, 125548
177 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 ; 3 ; 1 ; 2 ; 5 ; 123682, 123762, 18859, 125114, 123005
178 ; METHOD:METHOD_CALL:REMOVED:global:stringify:1.0 , CLASS:METHOD_CALL:REMOVED:global:JSON:1.0 ; 2 ; 1 ; 6 ; 9 ; 31345, 16034, 89890, 24677, 18550, 18662, 70425, 83674, 81134
179 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 ; 2 ; 1 ; 7 ; 8 ; 123472, 51762, 9753, 87821, 39805, 83404, 42319, 46495
180 ; RESERVED:ARGUMENT:INSERTED:global:this:1.0 , METHOD:METHOD_CALL:INSERTED:global:bind:1.0 ; 2 ; 1 ; 6 ; 9 ; 22929, 22852, 62309, 23078, 12679, 42167, 23033, 123500, 47342
181 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 4 ; 3 ; 3 ; 5 ; 124131, 75570, 71341, 80349, 80014
182 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:UPDATED:global:falsey:1.0 ; 2 ; 1 ; 4 ; 5 ; 131106, 51123, 124226, 78196, 101592
183 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:undefined:1.0 ; 1 ; 1 ; 4 ; 5 ; 4566, 35399, 124744, 35404, 39405
184 ; METHOD:METHOD_CALL:INSERTED:global:slice:1.0 ; 1 ; 1 ; 6 ; 8 ; 26480, 26865, 124818, 67990, 58300, 59709, 12414, 47662
185 ; RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 9 ; 13 ; 66721, 124899, 139488, 47363, 83490, 130921, 133546, 74991, 80113, 66967, 69053, 80348, 134431
186 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:METHOD_CALL:INSERTED:global:error:1.0 ; 2 ; 2 ; 4 ; 6 ; 72657, 61476, 124949, 126119, 60601, 52059
187 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 7 ; 9 ; 125153, 68770, 83572, 130791, 59815, 98233, 130153, 22620, 125853
188 ; METHOD:METHOD_CALL:INSERTED:global:stringify:1.0 , CLASS:METHOD_CALL:INSERTED:global:JSON:1.0 ; 2 ; 1 ; 5 ; 6 ; 69735, 88567, 63385, 125179, 17695, 128270
189 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:REMOVED:global:sheq:1.0 ; 2 ; 1 ; 9 ; 12 ; 16272, 87664, 129296, 35235, 18439, 94182, 38104, 88568, 97803, 21115, 36123, 21644
190 ; RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 1 ; 1 ; 11 ; 14 ; 56355, 11972, 51045, 126340, 127177, 24777, 131595, 18475, 79310, 47476, 125530, 6366, 19039, 61375
191 ; RESERVED:METHOD_CALL:INSERTED:global:error:2.0 ; 1 ; 2 ; 5 ; 8 ; 101939, 34515, 80898, 125559, 73352, 91130, 73436, 128044
192 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , METHOD:METHOD_CALL:INSERTED:global:charAt:1.0 ; 2 ; 1 ; 3 ; 6 ; 125571, 22856, 126601, 78316, 128191, 128303
193 ; METHOD:METHOD_CALL:INSERTED:global:map:1.0 ; 1 ; 3 ; 6 ; 6 ; 4036, 82424, 125816, 48139, 72045, 101966
194 ; METHOD:METHOD_CALL:INSERTED:global:push:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 2 ; 5 ; 7 ; 5360, 25121, 26979, 29718, 79432, 125899, 126716
195 ; METHOD:METHOD_CALL:INSERTED:global:split:1.0 ; 1 ; 1 ; 7 ; 8 ; 61089, 88352, 97875, 24884, 16341, 12766, 58975, 134493
196 ; RESERVED:CONDITION:REMOVED:global:falsey:2.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 5 ; 6 ; 43232, 87153, 73748, 126148, 127052, 128783
197 ; RESERVED:ARGUMENT:INSERTED:global:null:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 1 ; 5 ; 5 ; 24787, 126421, 97498, 80860, 139549
198 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , METHOD:METHOD_CALL:INSERTED:global:replace:1.0 ; 2 ; 2 ; 6 ; 6 ; 52103, 127369, 25068, 51724, 79967, 139437
199 ; RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:STATEMENT:UPDATED:global:var:2.0 ; 2 ; 2 ; 5 ; 10 ; 88913, 128913, 127507, 129011, 137687, 25271, 128664, 138345, 133548, 88942
200 ; RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 9 ; 15 ; 21857, 127591, 139172, 21288, 21261, 60653, 95856, 136240, 77716, 135927, 31798, 102647, 97309, 63646, 80062
201 ; RESERVED:CONDITION:INSERTED:global:falsey:3.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 3 ; 8 ; 128017, 95138, 137729, 134262, 127780, 98010, 97327, 127662
202 ; RESERVED:METHOD_CALL:INSERTED:global:callback:1.0 ; 1 ; 1 ; 4 ; 5 ; 29698, 112774, 17848, 127848, 128334
203 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:undefined:1.0 ; 1 ; 1 ; 5 ; 6 ; 56400, 133968, 129125, 36156, 101598, 134333
204 ; RESERVED:CONDITION:UPDATED:global:sheq:1.0 , METHOD:METHOD_CALL:INSERTED:global:toLowerCase:1.0 ; 2 ; 1 ; 4 ; 5 ; 17024, 130833, 35830, 79469, 17039
205 ; RESERVED:CONDITION:REMOVED:global:typeof:1.0 , RESERVED:CONDITION:REMOVED:global:undefined:1.0 , RESERVED:CONDITION:INSERTED:global:undefined:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 4 ; 1 ; 3 ; 5 ; 129209, 23625, 32058, 129755, 129212
206 ; RESERVED:STATEMENT:INSERTED:global:return:2.0 , RESERVED:CONDITION:INSERTED:global:falsey:2.0 ; 2 ; 4 ; 6 ; 6 ; 59392, 139024, 76290, 35018, 66042, 17038
207 ; METHOD:METHOD_CALL:INSERTED:global:parseInt:1.0 ; 1 ; 1 ; 5 ; 6 ; 7460, 98245, 80934, 17084, 74045, 17086
208 ; RESERVED:ARGUMENT:INSERTED:global:true:2.0 ; 1 ; 2 ; 4 ; 6 ; 95795, 129700, 131253, 36651, 95821, 47630
209 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:true:1.0 ; 2 ; 1 ; 9 ; 10 ; 69280, 79875, 10324, 10325, 21096, 68681, 94344, 129720, 98987, 139420
210 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:new:1.0 ; 2 ; 1 ; 7 ; 7 ; 18384, 27429, 67174, 125302, 130154, 85645, 131582
211 ; METHOD:METHOD_CALL:REMOVED:global:bind:1.0 ; 1 ; 3 ; 7 ; 10 ; 136914, 12562, 61859, 130487, 23191, 59015, 34811, 68621, 68620, 63038
212 ; RESERVED:ARGUMENT:INSERTED:global:undefined:1.0 ; 1 ; 1 ; 6 ; 6 ; 30848, 23954, 130649, 42666, 60861, 136351
213 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:null:2.0 ; 1 ; 2 ; 4 ; 6 ; 73777, 131234, 73762, 130665, 12555, 75277
214 ; RESERVED:ARGUMENT:INSERTED:global:false:1.0 ; 1 ; 1 ; 6 ; 8 ; 7939, 85732, 132330, 137626, 130925, 28127, 39903, 85966
215 ; FIELD:ASSIGNMENT_LHS:INSERTED:global:global:1.0 ; 1 ; 1 ; 7 ; 9 ; 131138, 13026, 1475, 49651, 60019, 12740, 89349, 12869, 22313
216 ; RESERVED:CONDITION:INSERTED:global:eq:2.0 ; 1 ; 2 ; 7 ; 11 ; 23712, 131554, 81748, 131844, 131594, 132232, 42539, 81018, 46092, 132364, 134925
217 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 1 ; 5 ; 6 ; 97937, 109345, 79008, 8546, 132368, 131053
218 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:this:1.0 ; 2 ; 5 ; 7 ; 9 ; 79635, 24132, 27220, 132453, 36634, 22939, 42300, 41613, 41615
219 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:this:1.0 ; 2 ; 1 ; 6 ; 6 ; 59399, 68232, 132457, 13708, 40717, 83215
220 ; METHOD:METHOD_CALL:INSERTED:global:trim:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 5 ; 5 ; 7889, 5602, 21010, 133030, 81483
221 ; METHOD:METHOD_CALL:INSERTED:global:toString:1.0 ; 1 ; 1 ; 8 ; 10 ; 34800, 55330, 50359, 59415, 28552, 32281, 55865, 9994, 133240, 63531
222 ; METHOD:METHOD_CALL:REMOVED:global:replace:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 8 ; 9 ; 13969, 83670, 7609, 21658, 1531, 79994, 82170, 133465, 100909
223 ; RESERVED:STATEMENT:REMOVED:global:return:1.0 , RESERVED:CONDITION:REMOVED:global:sheq:1.0 ; 2 ; 2 ; 7 ; 7 ; 21395, 135045, 96793, 39403, 56652, 71468, 44463
224 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:REMOVED:global:eq:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 3 ; 1 ; 4 ; 5 ; 25488, 75216, 25603, 95384, 135192
225 ; RESERVED:CONDITION:INSERTED:global:false:1.0 , RESERVED:CONDITION:INSERTED:global:sheq:1.0 ; 2 ; 1 ; 10 ; 14 ; 66850, 96325, 97476, 71302, 87208, 19021, 10672, 69843, 62676, 47863, 97625, 65082, 66875, 55292
226 ; METHOD:METHOD_CALL:INSERTED:global:replace:2.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 4 ; 5 ; 20082, 23732, 56407, 71771, 138925
227 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:CONDITION:REMOVED:global:eq:1.0 ; 2 ; 1 ; 7 ; 7 ; 73825, 139186, 88211, 131431, 21767, 78041, 101613
228 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 3 ; 1 ; 7 ; 7 ; 62965, 32182, 74167, 20810, 37322, 28973, 21215
229 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 3 ; 5 ; 6 ; 58051, 21013, 24837, 48231, 57144, 63214
230 ; RESERVED:CONDITION:INSERTED:global:sheq:2.0 , RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:CONDITION:INSERTED:global:typeof:2.0 ; 3 ; 3 ; 5 ; 5 ; 81073, 21043, 139591, 101799, 82590
231 ; METHOD:METHOD_CALL:INSERTED:global:concat:1.0 ; 1 ; 1 ; 5 ; 5 ; 2689, 66518, 68502, 70518, 4648
232 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:true:2.0 ; 1 ; 1 ; 6 ; 7 ; 81185, 7252, 45928, 7657, 8409, 22075, 38411
233 ; RESERVED:METHOD_CALL:INSERTED:global:this:1.0 , RESERVED:STATEMENT:INSERTED:global:new:1.0 ; 2 ; 4 ; 2 ; 5 ; 7671, 7672, 4779, 4766, 7566
234 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:INSERTED:global:error:1.0 ; 2 ; 1 ; 12 ; 13 ; 39840, 52576, 64420, 22661, 31111, 73768, 38571, 98608, 53523, 78453, 60570, 35004, 61500
235 ; METHOD:METHOD_CALL:INSERTED:global:replace:2.0 ; 1 ; 2 ; 7 ; 10 ; 118560, 28243, 78500, 84916, 25527, 60327, 61911, 24060, 84924, 79663
236 ; METHOD:METHOD_CALL:INSERTED:global:toLowerCase:1.0 ; 1 ; 1 ; 6 ; 8 ; 57122, 24676, 13125, 5815, 61161, 73532, 95150, 99166
237 ; RESERVED:ARGUMENT:REMOVED:global:arguments:1.0 ; 1 ; 1 ; 5 ; 5 ; 82757, 50775, 25305, 36138, 47995
238 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:INSERTED:global:undefined:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 3 ; 1 ; 6 ; 6 ; 59747, 25508, 36982, 64598, 11019, 31245
239 ; RESERVED:METHOD_CALL:INSERTED:global:this:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 4 ; 3 ; 4 ; 51809, 19333, 25703, 83641
240 ; RESERVED:CONDITION:INSERTED:global:false:1.0 , RESERVED:ASSIGNMENT_LHS:INSERTED:global:this:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 3 ; 1 ; 4 ; 5 ; 26741, 30983, 41271, 89241, 41193
241 ; METHOD:METHOD_CALL:INSERTED:global:toLowerCase:2.0 ; 1 ; 2 ; 6 ; 6 ; 101778, 32698, 70139, 13965, 58189, 28734
242 ; METHOD:METHOD_CALL:INSERTED:global:trim:1.0 ; 1 ; 1 ; 8 ; 11 ; 7840, 53376, 50401, 29106, 10900, 79156, 13286, 60486, 7543, 50382, 129950
243 ; RESERVED:STATEMENT:INSERTED:global:return:1.0 ; 1 ; 2 ; 5 ; 5 ; 79169, 64337, 53718, 5594, 64986
244 ; RESERVED:METHOD_CALL:INSERTED:global:this:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 3 ; 8 ; 35987, 68788, 12856, 35113, 40073, 35739, 35470, 33247
245 ; METHOD:METHOD_CALL:REMOVED:global:forEach:1.0 , METHOD:METHOD_CALL:INSERTED:global:forEach:1.0 ; 2 ; 2 ; 2 ; 13 ; 52706, 52548, 52805, 36460, 52653, 36462, 52688, 36534, 52600, 52730, 52606, 52607, 52671
246 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:true:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 1 ; 4 ; 5 ; 81409, 68712, 92056, 6891, 92014
247 ; RESERVED:STATEMENT:REMOVED:global:return:1.0 , RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 4 ; 5 ; 5 ; 5 ; 70999, 38504, 49162, 37133, 66078
248 ; RESERVED:ASSIGNMENT_LHS:INSERTED:global:this:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:null:1.0 ; 2 ; 2 ; 4 ; 7 ; 39570, 116914, 93621, 97641, 39755, 108156, 108143
